matchid,date,player_name
Matches/MatchScorecard_T20.asp?MatchCode=0327,2013-08-02,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0263,2012-09-10,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0284,2012-09-30,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0280,2012-09-28,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0272,2012-09-22,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0269,2012-09-20,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0261,2012-09-08,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0225,2012-02-22,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0224,2012-02-19,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0223,2012-02-17,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0289,2012-10-02,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0214,2011-10-16,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0212,2011-10-13,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0198,2011-01-09,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0193,2010-10-27,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0192,2010-10-26,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0191,2010-10-10,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0172,2010-05-10,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0190,2010-10-08,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0169,2010-05-08,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0165,2010-05-06,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0180,2010-05-20,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0179,2010-05-19,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0163,2010-05-05,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0156,2010-05-02,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0127,2009-11-15,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0126,2009-11-13,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0104,2009-06-11,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0081,2009-01-11,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0100,2009-06-09,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0095,2009-06-07,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0115,2009-06-18,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0114,2009-06-16,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0107,2009-06-13,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0089,2009-03-29,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0088,2009-03-27,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0082,2009-01-13,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0078,2008-11-05,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0051,2008-01-18,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0050,2007-12-16,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0048,2007-11-23,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0034,2007-09-16,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0031,2007-09-15,Jean Paul Duminy  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=1076,2020-01-25,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=1075,2020-01-24,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=1050,2019-11-08,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0743,2019-02-06,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=1044,2019-11-05,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=1041,2019-11-03,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0741,2019-02-03,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0740,2019-02-01,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0580,2016-09-07,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0496,2016-01-22,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0486,2015-11-30,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0481,2015-11-26,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0467,2015-09-29,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0466,2015-09-27,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0460,2015-07-30,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0427,2015-05-24,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0425,2015-04-24,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0461,2015-08-01,Mohammad Rizwan  (Pakistan)
Matches/MatchScorecard_T20.asp?MatchCode=0537,2016-03-09,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0534,2016-03-06,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0476,2015-11-15,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0475,2015-11-13,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0438,2015-07-07,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0437,2015-07-05,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0425,2015-04-24,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0362,2014-02-12,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0410,2014-08-27,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0398,2014-03-30,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0395,2014-03-28,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0381,2014-03-20,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0377,2014-03-18,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0372,2014-03-16,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0363,2014-02-14,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0402,2014-04-01,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0320,2013-05-12,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0319,2013-05-11,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0337,2013-11-06,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0316,2013-03-31,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0294,2012-12-10,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0277,2012-09-25,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0270,2012-09-21,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0256,2012-07-26,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0255,2012-07-25,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0254,2012-07-24,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0253,2012-07-21,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0252,2012-07-20,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0251,2012-07-18,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0218,2011-11-29,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0211,2011-10-11,Nasir Hossain  (Bangladesh)
Matches/MatchScorecard_T20.asp?MatchCode=0465,2015-08-31,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0432,2015-06-23,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0411,2014-09-07,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0305,2013-02-12,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0304,2013-02-09,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0333,2013-08-31,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0332,2013-08-29,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0307,2013-02-15,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0263,2012-09-10,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0282,2012-09-29,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0279,2012-09-27,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0275,2012-09-23,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0271,2012-09-21,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0261,2012-09-08,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0248,2012-06-24,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0231,2012-02-27,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0230,2012-02-25,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0228,2012-02-23,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0287,2012-10-01,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0216,2011-10-29,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0209,2011-09-23,Steven Finn  (England)
Matches/MatchScorecard_T20.asp?MatchCode=1128,2020-03-10,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=1124,2020-03-08,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=1120,2020-03-06,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=1073,2020-01-19,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=1072,2020-01-18,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=1071,2020-01-15,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0849,2019-07-12,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=1014,2019-10-26,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=1010,2019-10-25,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=1003,2019-10-23,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0971,2019-10-19,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0961,2019-10-18,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0924,2019-09-20,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0920,2019-09-18,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0918,2019-09-17,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0948,2019-10-09,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0945,2019-10-07,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0942,2019-10-06,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0940,2019-10-05,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0765,2019-02-24,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0764,2019-02-23,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0763,2019-02-21,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0761,2019-02-17,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0760,2019-02-15,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0747,2019-02-13,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=1038,2019-11-02,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=1036,2019-11-01,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0713,2018-08-22,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0712,2018-08-20,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0695,2018-06-29,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0693,2018-06-27,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0689,2018-06-17,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0690,2018-06-17,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0508,2016-02-09,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0507,2016-02-07,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0513,2016-02-16,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0457,2015-07-25,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0451,2015-07-17,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0447,2015-07-15,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0445,2015-07-13,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0431,2015-06-21,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0430,2015-06-20,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0429,2015-06-19,Andy Balbirnie  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0325,2013-07-27,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_T20.asp?MatchCode=0312,2013-03-03,Shannon Gabriel  (West Indies)
Matches/MatchScorecard_T20.asp?MatchCode=1054,2019-11-10,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=1051,2019-11-08,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0657,2018-02-03,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0653,2018-01-03,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0668,2018-02-21,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0665,2018-02-18,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0664,2018-02-16,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0662,2018-02-13,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0656,2018-01-28,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0655,2018-01-25,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0590,2017-01-08,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0647,2017-11-07,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0589,2017-01-06,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0646,2017-11-04,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0609,2017-02-17,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0645,2017-11-01,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0489,2016-01-10,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0487,2016-01-07,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0496,2016-01-22,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0491,2016-01-15,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0409,2014-07-06,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0408,2014-07-05,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0401,2014-03-31,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0396,2014-03-29,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0305,2013-02-12,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0304,2013-02-09,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=0307,2013-02-15,Trent Boult  (New Zealand)
Matches/MatchScorecard_T20.asp?MatchCode=1109,2020-02-26,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=1091,2020-02-23,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=1089,2020-02-21,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=1030,2019-10-30,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=1020,2019-10-27,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=1044,2019-11-05,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=1041,2019-11-03,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0767,2019-02-27,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0766,2019-02-24,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=1034,2019-11-01,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0732,2018-11-25,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0731,2018-11-23,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0730,2018-11-21,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0722,2018-10-28,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0720,2018-10-26,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0719,2018-10-24,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0718,2018-10-22,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0657,2018-02-03,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0638,2017-10-10,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0637,2017-10-07,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0612,2017-02-22,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0610,2017-02-17,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0581,2016-09-09,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0539,2016-03-09,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0578,2016-09-06,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0532,2016-03-04,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0566,2016-03-27,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0561,2016-03-25,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0557,2016-03-21,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0552,2016-03-18,Adam Zampa  (Australia)
Matches/MatchScorecard_T20.asp?MatchCode=0767,2019-02-27,Siddarth Kaul  (India)
Matches/MatchScorecard_T20.asp?MatchCode=0706,2018-07-08,Siddarth Kaul  (India)
Matches/MatchScorecard_T20.asp?MatchCode=0695,2018-06-29,Siddarth Kaul  (India)
Matches/MatchScorecard_T20.asp?MatchCode=0543,2016-03-11,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0538,2016-03-09,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0508,2016-02-09,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0506,2016-02-06,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0546,2016-03-13,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0513,2016-02-16,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0512,2016-02-14,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0447,2015-07-15,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0445,2015-07-13,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0342,2013-11-16,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0276,2012-09-24,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0267,2012-09-19,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0253,2012-07-21,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0251,2012-07-18,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0142,2010-02-11,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0137,2010-02-09,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0153,2010-04-30,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0161,2010-05-04,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0132,2010-02-03,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0187,2010-02-13,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0144,2010-02-13,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0130,2010-02-01,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0103,2009-06-11,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0097,2009-06-08,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0111,2009-06-15,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0109,2009-06-14,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0068,2008-08-05,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0064,2008-08-04,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0063,2008-08-03,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=0059,2008-08-02,Niall O'Brien  (Ireland)
Matches/MatchScorecard_T20.asp?MatchCode=1054,2019-11-10,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0770,2019-03-10,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=1051,2019-11-08,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0769,2019-03-08,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=1043,2019-11-05,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0768,2019-03-05,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=1040,2019-11-03,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=1035,2019-11-01,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0661,2018-02-10,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0660,2018-02-07,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0682,2018-05-31,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0665,2018-02-18,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0662,2018-02-13,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0630,2017-06-25,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0629,2017-06-23,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0628,2017-06-21,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0607,2017-01-29,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0606,2017-01-26,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0608,2017-02-01,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0574,2016-07-05,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0518,2016-02-21,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0486,2015-11-30,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0482,2015-11-27,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0481,2015-11-26,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0465,2015-08-31,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=0432,2015-06-23,Sam Billings  (England)
Matches/MatchScorecard_T20.asp?MatchCode=1082,2020-02-12,Lungisani Ngidi  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=1109,2020-02-26,Lungisani Ngidi  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=1091,2020-02-23,Lungisani Ngidi  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=1089,2020-02-21,Lungisani Ngidi  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=1087,2020-02-16,Lungisani Ngidi  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=1084,2020-02-14,Lungisani Ngidi  (South Africa)
Matches/MatchScorecard_T20.asp?MatchCode=0716,2018-10-12,Lungisani Ngidi  (South Africa)
